word,lemma,persistence,speaker,interaction_id,turn_id,merged,participant_id,setting,start,end,persistence_lemma
zwölften,zwölf,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
aus,aus,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Alexa,Alexa,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
wie,wie,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
sehen,sehen,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
meine,mein,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Termine,Termin,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,PER_SPP: Termin
am,an,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
dreizehnten,dreizehnter,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Dezember,Dezember,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,7,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Tut,Tut,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
mir,mir,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,PER_FPP: mir
leid,leid,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
das,der,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
habe,haben,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
ich,ich,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
nicht,nicht,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
verstanden,verstehen,,A,7,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
Alexa,Alexa,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
wie,wie,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
sehen,sehen,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
meine,mein,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
Termine,Termin,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,PER_SPP: Termin
am,an,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
dreizehnten,dreizehnter,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
Dezember,Dezember,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,PER_SPP: Dezember
aus,aus,,S,7,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
Am,an,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
dreizehnten,dreizehnter,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
Dezember,Dezember,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,PER_FPP: Dezember
hast,haben,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
du,du,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
keinen,kein,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
Eintrag,Eintrag,,A,7,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,PER_FPP: Eintrag
Alexa,Alexa,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
bitte,bitte,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
erstelle,erstelle,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
mir,mir,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,PER_SPP: mir
einen,ein,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
Eintrag,Eintrag,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,PER_SPP: Eintrag
um,um,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
neun,neun,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
Uhr,Uhr,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
am,an,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
dreizehnten,dreizehnter,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
Dezember,Dezember,,S,7,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,PER_SPP: Dezember
Klar,Klar,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
und,und,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
wie,wie,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
soll,sollen,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
der,der,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
Termin,Termin,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
heißen,heißen,,A,7,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
Lerngruppe,Lerngruppe,,S,7,9,no,Dummy_participant_2,Quiz,83.232353,85.123232,
mit,mit,,S,7,9,no,Dummy_participant_2,Quiz,83.232353,85.123232,
Peter,Peter,,S,7,9,no,Dummy_participant_2,Quiz,83.232353,85.123232,
Alles,Alles,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
klar,klar,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
dein,der,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Termin,Termin,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
am,an,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
dreizehnten,dreizehnter,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Dezember,Dezember,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
um,um,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
neun,neun,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Uhr,Uhr,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
namens,namens,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Lerngruppe,Lerngruppe,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
mit,mit,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Peter,Peter,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
ist,sein,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
eingetragen,eintragen,,A,7,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Hallo,Hallo,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
wie,wie,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
sieht,sehen,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
mein,mein,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
Kalender,Kalender,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
am,an,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
zwölften,zwölf,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
zwölften,zwölf,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
aus,aus,,S,8,1,no,Dummy_participant_2,Quiz,0.0,7.3245324,
Die,der,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Termine,Termin,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,PER_FPP: Termin
am,an,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Montag,Montag,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
den,der,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
zwölften,zwölf,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Dezember,Dezember,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
wie,wie,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
folgt,folgen,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
aus,aus,,A,8,2,no,Dummy_participant_2,Quiz,8.3748653,12.348745,
Und,und,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
wie,wie,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
sehen,sehen,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
meine,mein,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Termine,Termin,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,PER_SPP: Termin
am,an,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
dreizehnten,dreizehnter,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
zwölften,zwölf,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
aus,aus,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Alexa,Alexa,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
wie,wie,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
sehen,sehen,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
meine,mein,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Termine,Termin,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,PER_SPP: Termin
am,an,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
dreizehnten,dreizehnter,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Dezember,Dezember,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,8,3,yes,Dummy_participant_2,Quiz,15.945894,32.837438,
Tut,Tut,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
mir,mir,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,PER_FPP: mir
leid,leid,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
das,der,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
habe,haben,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
ich,ich,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
nicht,nicht,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
verstanden,verstehen,,A,8,4,no,Dummy_participant_2,Quiz,35.837458,44.283473,
Alexa,Alexa,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
wie,wie,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
sehen,sehen,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
meine,mein,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
Termine,Termin,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,PER_SPP: Termin
am,an,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
dreizehnten,dreizehnter,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
Dezember,Dezember,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,PER_SPP: Dezember
aus,aus,,S,8,5,no,Dummy_participant_2,Quiz,46.287383,56.343434,
Am,an,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
dreizehnten,dreizehnter,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
Dezember,Dezember,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,PER_FPP: Dezember
hast,haben,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
du,du,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
keinen,kein,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,
Eintrag,Eintrag,,A,8,6,no,Dummy_participant_2,Quiz,57.568956,68.349849,PER_FPP: Eintrag
Alexa,Alexa,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
bitte,bitte,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
erstelle,erstelle,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
mir,mir,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,PER_SPP: mir
einen,ein,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
Eintrag,Eintrag,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,PER_SPP: Eintrag
um,um,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
neun,neun,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
Uhr,Uhr,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
am,an,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
dreizehnten,dreizehnter,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,
Dezember,Dezember,,S,8,7,no,Dummy_participant_2,Quiz,69.344344,72.239833,PER_SPP: Dezember
Klar,Klar,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
und,und,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
wie,wie,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
soll,sollen,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
der,der,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
Termin,Termin,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
heißen,heißen,,A,8,8,no,Dummy_participant_2,Quiz,74.454543,82.343443,
Lerngruppe,Lerngruppe,,S,8,9,no,Dummy_participant_2,Quiz,83.232353,85.123232,
mit,mit,,S,8,9,no,Dummy_participant_2,Quiz,83.232353,85.123232,
Peter,Peter,,S,8,9,no,Dummy_participant_2,Quiz,83.232353,85.123232,
Alles,Alles,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
klar,klar,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
dein,der,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Termin,Termin,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
am,an,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
dreizehnten,dreizehnter,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Dezember,Dezember,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
um,um,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
neun,neun,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Uhr,Uhr,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
namens,namens,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Lerngruppe,Lerngruppe,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
mit,mit,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Peter,Peter,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
ist,sein,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
eingetragen,eintragen,,A,8,10,no,Dummy_participant_2,Quiz,87.353452,99.394834,
Hallo,Hallo,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
wie,wie,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
sieht,sehen,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
mein,mein,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
Kalender,Kalender,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
am,an,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
aus,aus,,S,9,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
Die,der,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Termine,Termin,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,PER_FPP: Termin
am,an,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Montag,Montag,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
den,der,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
zwölften,zwölf,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Dezember,Dezember,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
wie,wie,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
folgt,folgen,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
aus,aus,,A,9,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Und,und,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
wie,wie,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
sehen,sehen,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
meine,mein,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Termine,Termin,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
zwölften,zwölf,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
aus,aus,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Alexa,Alexa,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
wie,wie,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
sehen,sehen,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
meine,mein,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Termine,Termin,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Dezember,Dezember,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,9,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Tut,Tut,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
mir,mir,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,PER_FPP: mir
leid,leid,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
das,der,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
habe,haben,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
ich,ich,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
nicht,nicht,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
verstanden,verstehen,,A,9,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
Alexa,Alexa,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
wie,wie,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
sehen,sehen,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
meine,mein,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
Termine,Termin,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,PER_SPP: Termin
am,an,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
dreizehnten,dreizehnter,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
Dezember,Dezember,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,PER_SPP: Dezember
aus,aus,,S,9,5,no,Dummy_participant_3,Calendar,46.287383,56.343434,
Am,an,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,
dreizehnten,dreizehnter,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,
Dezember,Dezember,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,PER_FPP: Dezember
hast,haben,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,
du,du,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,
keinen,kein,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,
Eintrag,Eintrag,,A,9,6,no,Dummy_participant_3,Calendar,57.568956,68.349849,PER_FPP: Eintrag
Alexa,Alexa,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
bitte,bitte,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
erstelle,erstelle,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
mir,mir,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,PER_SPP: mir
einen,ein,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
Eintrag,Eintrag,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,PER_SPP: Eintrag
um,um,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
neun,neun,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
Uhr,Uhr,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
am,an,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
dreizehnten,dreizehnter,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,
Dezember,Dezember,,S,9,7,no,Dummy_participant_3,Calendar,69.344344,72.239833,PER_SPP: Dezember
Klar,Klar,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
und,und,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
wie,wie,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
soll,sollen,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
der,der,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
Termin,Termin,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
heißen,heißen,,A,9,8,no,Dummy_participant_3,Calendar,74.454543,82.343443,
Lerngruppe,Lerngruppe,,S,9,9,no,Dummy_participant_3,Calendar,83.232353,85.123232,
mit,mit,,S,9,9,no,Dummy_participant_3,Calendar,83.232353,85.123232,
Peter,Peter,,S,9,9,no,Dummy_participant_3,Calendar,83.232353,85.123232,
Alles,Alles,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
klar,klar,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
dein,der,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
Termin,Termin,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
am,an,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
dreizehnten,dreizehnter,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
Dezember,Dezember,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
um,um,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
neun,neun,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
Uhr,Uhr,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
namens,namens,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
Lerngruppe,Lerngruppe,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
mit,mit,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
Peter,Peter,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
ist,sein,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
eingetragen,eintragen,,A,9,10,no,Dummy_participant_3,Calendar,87.353452,99.394834,
Hallo,Hallo,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
wie,wie,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
sieht,sehen,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
mein,mein,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
Kalender,Kalender,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
am,an,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
zwölften,zwölf,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
aus,aus,,S,10,1,no,Dummy_participant_3,Calendar,0.0,7.3245324,
Die,der,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Termine,Termin,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,PER_FPP: Termin
am,an,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Montag,Montag,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
den,der,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
zwölften,zwölf,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Dezember,Dezember,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,PER_FPP: Dezember
sehen,sehen,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
wie,wie,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
folgt,folgen,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
aus,aus,,A,10,2,no,Dummy_participant_3,Calendar,8.3748653,12.348745,
Und,und,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
wie,wie,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
sehen,sehen,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
meine,mein,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Termine,Termin,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
zwölften,zwölf,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
aus,aus,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Alexa,Alexa,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
wie,wie,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
sehen,sehen,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
meine,mein,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Termine,Termin,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,PER_SPP: Termin
am,an,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
dreizehnten,dreizehnter,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Dezember,Dezember,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,PER_SPP: Dezember
aus,aus,,S,10,3,yes,Dummy_participant_3,Calendar,15.945894,32.837438,
Tut,Tut,,A,10,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,
mir,mir,,A,10,4,no,Dummy_participant_3,Calendar,35.837458,44.283473,PER_FPP: mir
